iso,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000_2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018
BRB,10,44018,6144,7149,8,14,13,3,9,11,3,34,14,13,17,19,121,5,2,2,14,16,23
BRB,15,44018,5832,7080,6,14,13,3,7,11,3,33,14,13,17,18,121,5,2,2,14,16,23
BRB,20,44018,5661,6926,6,14,12,3,7,10,3,32,14,13,17,18,121,5,2,2,14,16,23
BRB,25,44018,5502,6765,6,13,11,3,7,10,3,32,14,13,17,18,121,5,2,2,14,16,23
BRB,30,44018,5297,6431,6,13,11,2,7,10,3,32,14,13,17,18,119,5,1,2,14,16,23
BRB,50,44018,4678,5024,5,7,8,2,6,7,2,27,11,9,16,18,113,5,1,2,13,15,21
BRB,75,44018,3638,3798,2,5,5,1,5,3,0,19,9,8,12,15,102,4,0,2,10,12,19
BRN,10,581253,536704,535915,4930,1255,1095,805,1208,1288,1021,1577,1311,2191,973,2649,1860,906,2275,1824,2661,977,835
BRN,15,581253,535028,533946,4805,1254,1094,805,1207,1287,1020,1576,1310,2190,973,2649,1859,904,2264,1813,2637,971,827
BRN,20,581253,534088,533516,4705,1253,1093,805,1207,1286,1019,1575,1308,2189,973,2648,1856,899,2254,1802,2624,965,821
BRN,25,581253,533372,532660,4648,1253,1093,805,1206,1286,1018,1573,1308,2189,972,2647,1856,897,2249,1795,2615,959,818
BRN,30,581253,532025,531467,4579,1252,1093,805,1205,1285,1016,1570,1308,2188,972,2646,1852,895,2235,1779,2592,951,812
BRN,50,581253,526373,524825,4168,1233,1084,796,1199,1278,1006,1554,1299,2180,964,2631,1841,883,2173,1706,2495,929,792
BRN,75,581253,510350,510495,3281,1153,1028,755,1149,1206,959,1461,1246,2106,931,2573,1783,836,1984,1391,2094,849,717
BTN,10,3898581,2693318,2660552,461,300,228,562,1054,791,641,511,792,1216,4535,1139,806,526,1307,818,2124,2159,1384
BTN,15,3898581,2647260,2613307,420,298,226,555,1043,783,628,507,790,1208,4472,1127,791,506,1280,794,2064,2076,1331
BTN,20,3898581,2638144,2602186,401,294,225,550,1039,780,625,505,785,1203,4445,1121,789,501,1270,784,2046,2057,1321
BTN,25,3898581,2626594,2546903,381,293,224,545,1032,777,625,504,781,1200,4421,1114,780,493,1257,770,2017,2022,1294
BTN,30,3898581,2590765,2521994,361,292,223,541,1025,772,622,500,778,1188,4373,1093,767,476,1227,743,1979,1978,1247
BTN,50,3898581,2378743,2127760,261,277,204,471,933,711,561,469,721,1116,3882,968,694,405,1097,627,1697,1702,1038
BTN,75,3898581,1672271,1455200,124,202,159,261,636,507,401,313,522,853,2280,701,523,220,674,321,893,911,493
BWA,10,57821958,2412529,2649880,39,1018,261,173,588,753,342,552,321,481,196,240,180,655,249,21,69,225,61
BWA,15,57821958,563616,580637,17,629,166,114,408,492,252,347,198,342,140,180,115,252,140,6,29,73,22
BWA,20,57821958,102840,29572,2,267,64,32,130,134,85,92,55,104,63,53,41,58,48,0,3,6,5
BWA,25,57821958,54157,16100,2,234,55,24,108,113,71,73,43,84,54,46,35,32,29,0,2,4,4
BWA,30,57821958,20367,4597,0,131,21,8,50,48,40,32,25,41,31,22,14,13,16,0,1,1,3
BWA,50,57821958,1280,231,0,29,1,0,2,0,3,4,3,1,0,0,0,0,1,0,0,0,0
BWA,75,57821958,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAF,10,62072066,60034696,59788937,36064,33041,37302,14398,16161,31309,64710,41649,36164,51762,51219,51585,61254,54355,69906,34188,55605,76605,53282
CAF,15,62072066,57594525,57418259,33743,32746,36847,14316,15646,30793,64282,40467,35835,50846,50879,50996,60726,53572,68835,33834,55316,75652,52473
CAF,20,62072066,52901731,52837747,30990,32179,35898,14065,15046,30160,61599,39181,34148,49671,49872,50345,59279,49653,64076,31187,53591,70364,47321
CAF,25,62072066,51769337,52037037,30516,31996,35587,13988,14927,29972,60804,38758,33658,49362,49510,50136,58886,48646,62919,30456,53160,69137,46021
CAF,30,62072066,47112079,47279462,28812,31306,34446,13741,14599,29345,57928,37336,31887,48283,48590,49176,57355,44220,57900,27338,51192,63967,40950
CAF,50,62072066,30794192,30770341,21574,27166,28576,12323,12976,24424,39381,30511,22527,42257,42445,41905,47195,28583,39779,17544,44251,49148,27530
CAF,75,62072066,6881052,7424305,10928,14466,15626,7464,7787,10603,12070,17443,9940,20777,21353,19025,19701,9484,11581,7087,25326,20056,10790
CAN,10,984104684,469748011,472245960,4650086,1419461,2406090,1648260,2782955,3002903,2495173,2192315,2022937,1603333,2176945,2237006,2664231,3033034,2835613,2841206,2166789,2733428,2211963
CAN,15,984104684,448997797,448977235,4448698,1407344,2392255,1641958,2772722,2989309,2483549,2181013,2011704,1594484,2166330,2224562,2639976,2964986,2780511,2813769,2145925,2676476,2191235
CAN,20,984104684,437269187,435857895,4003438,1389588,2369901,1631699,2753981,2970446,2464840,2163914,1994589,1583058,2151918,2209167,2613313,2915342,2737672,2786216,2122687,2633849,2173488
CAN,25,984104684,431178514,431334135,3863970,1375251,2351005,1623762,2739216,2957087,2449847,2151436,1981453,1573694,2139245,2197124,2594598,2887544,2714712,2769540,2110984,2612555,2164288
CAN,30,984104684,418232032,421570143,3612562,1358644,2317637,1607863,2707385,2921760,2406936,2118625,1949548,1550855,2105577,2161446,2546188,2808178,2644224,2734121,2085149,2560515,2143626
CAN,50,984104684,324321211,313135332,2596674,1190754,2026550,1409846,2312488,2514747,2021962,1795350,1572708,1290368,1636922,1710039,2060941,2100649,1689509,2176175,1784412,1849653,1850999
CAN,75,984104684,216822983,208969526,1502362,902958,1456836,1089351,1742259,1897731,1603994,1499083,1235384,1062781,1327464,1363881,1639982,1392347,1169703,1509456,1421760,1384162,1487580
CHE,10,4146427,1659033,1672194,5481,1179,889,438,3877,2348,2069,1873,2444,2299,1755,1956,1534,810,1529,776,1701,2578,3178
CHE,15,4146427,1610946,1622148,5085,1176,887,437,3869,2346,2068,1868,2440,2296,1753,1955,1531,807,1523,775,1697,2572,3172
CHE,20,4146427,1595124,1614569,4942,1175,885,436,3863,2346,2068,1866,2439,2295,1751,1955,1531,806,1521,775,1695,2567,3169
CHE,25,4146427,1578131,1586848,4768,1174,885,433,3859,2346,2066,1866,2435,2293,1750,1955,1529,802,1521,773,1693,2564,3166
CHE,30,4146427,1552539,1562615,4594,1174,883,433,3859,2346,2064,1866,2434,2291,1748,1953,1528,798,1516,772,1690,2558,3156
CHE,50,4146427,1452958,1415646,3215,1151,867,420,3779,2323,2031,1838,2400,2262,1720,1936,1507,780,1478,759,1668,2506,3107
CHE,75,4146427,1140508,1072798,1177,1009,769,360,3382,2139,1885,1701,2187,2069,1578,1812,1372,662,1267,673,1491,2221,2789
CHL,10,75900125,20655522,21803618,887514,72874,78317,83154,86030,107374,92197,121999,123410,88751,91767,99790,175961,105250,123651,110087,119141,228935,81554
CHL,15,75900125,20354879,21611434,868753,72851,78277,83098,85965,107264,92146,121936,123350,88719,91720,99709,175739,104436,122422,108940,117627,224730,80241
CHL,20,75900125,19964834,21328725,851872,72811,78223,83021,85895,107164,92081,121849,123271,88670,91671,99615,175455,103587,121170,107810,116184,221057,78906
CHL,25,75900125,19603580,21121130,843989,72792,78197,82987,85860,107119,92051,121811,123222,88644,91629,99514,175202,103067,120339,107098,115206,217788,78076
CHL,30,75900125,19301634,20812767,828719,72767,78151,82926,85812,107033,92000,121749,123173,88617,91579,99444,175009,102362,119430,106190,114038,215103,76983
CHL,50,75900125,17829224,18923234,722960,72415,77608,82182,85041,105673,91133,120530,122081,87859,90731,97439,171626,96237,110385,97795,103368,188668,67754
CHL,75,75900125,14215062,16674494,624211,71457,76244,80588,83012,102475,88113,115706,117552,85071,87860,90448,159578,86972,97406,86225,89771,152216,56490
CHN,10,938827893,189189731,183357403,1105304,234360,253749,267291,511744,390099,588519,664973,748141,611566,640073,612283,628290,485648,583804,541862,808468,743434,660636
CHN,15,938827893,179609622,170923048,1051580,232917,252222,265375,508340,388018,584059,661150,745020,607767,636019,607904,620875,472102,568631,526883,781655,713092,632739
CHN,20,938827893,175712419,168075361,1022002,232154,251439,264539,506840,386858,581947,658969,743175,605528,633792,605458,616971,464483,559115,517790,765673,695998,616979
CHN,25,938827893,170325524,161894497,989435,231195,250276,263088,504115,385162,578496,655762,740562,602338,630665,602012,611594,454790,547810,506797,746706,675201,597965
CHN,30,938827893,162894983,154579340,963339,230498,249359,261923,501925,383943,575829,653604,738758,600149,628458,599198,605639,441822,532165,490948,719479,644833,570044
CHN,50,938827893,131499438,110241663,781151,216883,231351,240966,461986,359408,526359,614577,702773,562158,590530,563545,555965,377884,449962,412074,589939,511505,446278
CHN,75,938827893,61965935,38728926,469635,154267,153597,131525,275778,235981,332496,432795,512681,385410,419128,401897,382326,201992,228054,206837,287816,232341,193082
CIV,10,32200529,30955735,30412594,220850,145352,177220,104548,70865,104646,136136,128922,183618,128606,127678,161140,111681,249774,427238,207723,298665,527735,464018
CIV,15,32200529,27275873,26905255,204579,141267,170823,102161,66007,97987,125854,122159,168800,124561,115998,151694,108808,241338,421240,202772,292408,514381,448179
CIV,20,32200529,18929140,19311298,174802,130103,154742,92138,54894,78911,108034,103690,140457,114254,101480,133628,102252,205852,388585,176755,259093,433841,380982
CIV,25,32200529,18010839,18403023,166451,128355,152371,90860,53031,75532,105452,100905,137335,112942,99068,131372,101035,199587,381381,172020,252326,418696,369723
CIV,30,32200529,14887323,13967498,141695,122835,144698,86360,48089,65389,97854,90948,127675,108961,92576,124765,96190,175882,347082,152563,221309,357581,325008
CIV,50,32200529,6364292,5167669,62691,95016,111676,64661,34611,38320,69296,61144,88016,84367,69201,96358,74391,106138,187798,86628,107608,163774,163245
CIV,75,32200529,511526,321383,4842,17577,20994,8473,6184,2840,9539,8800,9884,10497,12051,16296,12208,3880,12488,5271,7000,5785,10450
CMR,10,46654095,41757310,41656512,63354,42123,32819,26516,25077,27472,45753,57874,45067,40769,72016,31867,57447,98533,195505,83823,120632,195637,128150
CMR,15,46654095,40033326,39711971,61680,41694,31971,26371,24791,27101,44081,56134,44051,39776,69969,30844,56529,96165,194453,83337,120499,195271,127864
CMR,20,46654095,35193262,34305868,55887,40364,30137,25905,23845,25950,38357,50043,39122,37480,61576,28755,53349,88853,188379,81508,119045,192465,125154
CMR,25,46654095,34288718,33297134,54548,40142,29838,25792,23663,25776,37738,48990,38192,37126,60660,28494,52841,87684,186881,80993,118561,191496,124282
CMR,30,46654095,31489915,30573109,47925,39242,28798,25385,23023,25184,36033,45958,35191,36106,58062,27679,51307,84690,182058,79043,116712,187442,120932
CMR,50,46654095,25284721,24786796,26785,34111,24995,22786,19897,22382,30909,38338,28734,32997,51823,24572,45438,74256,161793,71654,106493,166517,107521
CMR,75,46654095,17497202,15959681,12075,19027,13017,12976,11110,12471,15788,21888,17392,21747,24061,13324,24054,37705,83440,37353,55917,74863,56316
COD,10,233128656,227977226,227711857,1388638,464482,526019,284857,409486,499402,463403,478801,414814,656036,841694,439251,649106,952980,1381605,952302,1413463,1500539,1396881
COD,15,233128656,226376218,225379208,1379383,464162,525366,284386,408833,498506,462712,477782,414105,654228,840078,438677,647964,950880,1378759,951368,1411856,1498988,1395740
COD,20,233128656,214634815,214034299,1351388,460678,520836,280522,405351,493189,458634,471539,410468,645812,827398,435182,640839,937767,1361739,942227,1398349,1486655,1387566
COD,25,233128656,211539927,211006167,1344969,459817,519675,279503,404389,491746,457616,469980,409467,643767,824198,434173,638982,934495,1357267,939346,1394971,1483312,1385225
COD,30,233128656,199454589,198625853,1318189,455888,514883,274970,400358,485694,453541,463231,405159,635776,811378,429877,631523,921332,1339040,928827,1382372,1469174,1374906
COD,50,233128656,164529646,159562058,1168500,434620,481512,246124,375410,450805,430357,426123,375123,589575,748064,400189,574111,864320,1256982,879461,1316956,1381655,1292798
COD,75,233128656,119154680,115125436,801702,341696,369145,167832,286595,354504,346467,329898,289339,469533,571506,297930,422378,682372,915091,661965,998186,996511,948838
COG,10,34208005,33554917,33287583,45434,27862,25117,19182,14427,19510,23023,30849,18611,20926,48130,30444,34887,60540,77527,50487,116337,66284,63707
COG,15,34208005,32515270,32061599,43650,27820,25066,19110,14363,19441,22930,30744,18492,20707,47648,30272,34674,60048,77315,50333,116289,66214,63655
COG,20,34208005,29319082,29043472,40005,27517,24771,18822,14126,19164,22550,30288,17964,19815,46010,29365,33445,57725,75506,49347,115698,65403,63298
COG,25,34208005,28600445,28416097,39226,27432,24690,18764,14072,19103,22466,30181,17843,19637,45697,29166,33168,57075,74975,49031,115429,65126,63199
COG,30,34208005,26413136,26661655,36210,27055,24330,18534,13856,18871,22178,29804,17396,19098,44710,28408,32181,54693,72964,47870,114379,63938,62762
COG,50,34208005,23964887,23703169,28226,25355,22794,17637,12620,17834,21056,27888,15360,16885,41148,25835,29325,48940,65472,41869,105922,57262,57869
COG,75,34208005,21435628,20236571,15914,17884,16396,13652,7442,12424,15760,18053,9299,10781,28169,18239,20676,30877,42399,24026,75504,34840,33949
COL,10,113919807,84671512,84504536,260724,232224,183577,123775,256007,190325,191663,271307,233692,240132,198551,191189,230296,141164,206212,143631,296905,434110,359078
COL,15,113919807,83807630,83823704,254376,231933,183395,123572,255717,190114,191421,270994,233417,239828,198351,191015,229864,140627,205177,143004,295446,431730,357413
COL,20,113919807,83087876,83410759,247333,231492,183121,123284,255258,189797,191075,270523,233065,239347,198060,190762,229306,140125,204251,142366,294069,429582,355875
COL,25,113919807,82632064,82746405,239634,231120,182922,123021,254911,189532,190805,270141,232767,238991,197839,190572,228874,139696,203519,141892,293113,428110,354784
COL,30,113919807,81961213,81899703,231907,230619,182610,122692,254405,189158,190412,269551,232356,238474,197497,190267,228234,139149,202420,141139,291536,425780,353055
COL,50,113919807,78463197,77018826,191097,224309,179101,118605,248780,184888,185638,263137,227549,232341,194000,186977,222531,135707,196193,137174,283542,413351,344232
COL,75,113919807,72317276,71589524,144647,202832,166640,104200,228248,169798,169570,241808,210132,212351,182817,176342,205433,127383,181392,126427,261488,379990,321855
COM,10,168146,158432,157544,417,38,42,28,41,88,13,80,35,114,93,133,153,1986,1562,443,135,326,221
COM,15,168146,156745,153429,402,38,42,28,41,88,13,80,35,114,93,133,152,1981,1558,441,133,326,221
COM,20,168146,144683,142611,312,37,42,28,41,88,13,79,34,113,93,126,140,1885,1525,438,128,319,220
COM,25,168146,140930,137673,289,37,42,28,41,88,13,79,34,113,93,124,133,1825,1508,436,126,315,219
COM,30,168146,134807,132171,233,37,42,27,40,87,13,78,34,112,93,122,128,1730,1473,430,124,308,219
COM,50,168146,105968,111817,121,32,39,22,37,77,12,69,31,100,88,101,102,1089,1108,363,109,254,209
COM,75,168146,69014,79960,32,16,30,10,23,43,9,43,19,44,53,66,49,371,482,198,60,145,151
CRI,10,5136412,4117290,4038694,22971,15623,13456,8333,9911,16837,10165,11560,22150,22689,13277,10618,10491,8001,11366,3379,14138,22524,12770
CRI,15,5136412,4058620,3983867,22360,15601,13432,8326,9890,16792,10149,11547,22112,22659,13260,10600,10470,7947,11257,3363,14041,22405,12636
CRI,20,5136412,4005699,3964761,21665,15567,13401,8309,9857,16735,10131,11522,22051,22613,13238,10578,10442,7875,11131,3343,13943,22293,12533
CRI,25,5136412,3971549,3930546,21143,15544,13379,8299,9834,16685,10114,11509,22007,22581,13217,10560,10425,7848,11061,3328,13896,22227,12465
CRI,30,5136412,3924442,3881314,20470,15507,13334,8279,9795,16605,10091,11472,21924,22524,13181,10531,10391,7803,10963,3307,13817,22141,12372
CRI,50,5136412,3695376,3555878,16756,14872,12735,8074,9196,15588,9761,11091,20969,21854,12838,10196,10094,7509,10424,3181,13405,21653,11895
CRI,75,5136412,3127515,3110523,10986,12781,10791,7332,7666,12815,8633,9792,17981,19530,11598,9115,9005,6435,8844,2638,11921,19922,10264
CUB,10,11125199,4413014,4591050,18868,19614,15327,6773,22590,13049,12495,8021,17468,16574,8754,16719,10562,6400,6326,7184,75133,80357,16087
CUB,15,11125199,4288295,4549871,17323,19476,15266,6726,22463,13000,12451,7990,17384,16507,8723,16634,10509,6313,6202,7061,74864,78657,15692
CUB,20,11125199,4199517,4473287,15986,19249,15193,6670,22319,12952,12413,7959,17288,16442,8695,16547,10455,6247,6092,6964,74643,77730,15398
CUB,25,11125199,4126326,4381404,15050,19145,15136,6628,22192,12912,12380,7934,17220,16375,8669,16466,10422,6190,6022,6885,74492,77440,15220
CUB,30,11125199,4025055,4251030,14000,19001,15067,6571,22025,12859,12326,7890,17122,16290,8635,16359,10364,6088,5876,6738,74222,77004,14989
CUB,50,11125199,3626843,3594512,8467,16926,14180,5954,20054,12141,11645,7420,15941,15204,8148,15159,9864,5615,5256,6097,73065,75188,13907
CUB,75,11125199,2885811,2558316,4484,12531,12054,4521,14958,10107,9745,6257,13322,12139,6619,11920,8470,4246,3680,4616,69797,65983,11174
CUW,10,44159,7538,6436,2,1,2,1,1,1,4,5,6,6,2,2,8,8,3,1,3,1,1
CUW,15,44159,6913,6072,2,1,2,1,1,1,4,5,6,5,2,2,8,7,3,1,3,1,1
CUW,20,44159,6322,5809,2,1,1,1,1,1,4,5,6,5,2,2,8,7,3,1,3,1,1
CUW,25,44159,5846,4961,1,1,1,1,1,1,4,5,6,5,2,2,8,7,3,1,3,1,1
CUW,30,44159,5262,4573,1,1,1,1,1,1,3,4,5,5,2,2,7,6,2,1,2,1,1
CUW,50,44159,1941,1095,1,1,1,1,1,1,1,1,1,2,0,1,7,3,1,1,2,0,0
CUW,75,44159,501,211,0,0,1,0,0,0,1,0,1,1,0,1,6,0,0,1,1,0,0
CYM,10,28471,14757,15229,10,22,7,7,48,10,19,18,35,32,40,42,10,20,10,0,77,80,46
CYM,15,28471,14312,15132,8,22,7,7,47,9,19,18,35,31,40,42,10,20,9,0,75,79,45
CYM,20,28471,13954,14886,8,22,7,6,47,9,19,18,34,31,40,40,10,19,8,0,74,77,43
CYM,25,28471,13710,14699,7,22,7,6,47,9,18,18,34,31,40,40,9,19,8,0,74,76,43
CYM,30,28471,13480,14389,7,22,7,6,47,9,18,18,33,30,40,40,9,19,7,0,70,74,42
CYM,50,28471,12416,12664,5,17,6,5,44,8,15,14,27,24,33,34,9,17,6,0,64,62,39
CYM,75,28471,10012,9662,1,11,4,2,37,6,8,9,17,12,25,18,6,14,4,0,38,39,29
CYP,10,573562,153981,121364,11,90,40,32,102,53,76,837,142,85,89,138,80,55,116,40,718,637,41
CYP,15,573562,132607,106557,8,83,35,29,91,40,65,801,108,62,73,127,70,44,104,37,709,607,41
CYP,20,573562,125140,102867,8,81,33,26,89,37,61,793,100,59,69,122,67,37,88,34,677,572,39
CYP,25,573562,103402,95539,8,81,31,26,89,36,59,785,99,59,66,121,63,23,59,26,628,503,36
CYP,30,573562,89914,91900,8,78,31,25,87,35,58,778,94,57,63,119,54,14,32,20,570,437,32
CYP,50,573562,53839,50572,5,62,19,15,58,19,36,653,51,36,38,85,21,6,15,14,361,259,20
CYP,75,573562,20127,33380,3,35,6,6,23,8,16,462,18,15,11,40,9,2,4,7,125,91,6
CZE,10,7902673,3252872,3439825,62375,3490,6820,3956,13552,25707,8660,21447,16974,13597,15535,21970,14096,7776,14143,8136,23048,26786,39534
CZE,15,7902673,3192616,3336889,57048,3483,6804,3951,13525,25678,8649,21424,16953,13577,15513,21948,14075,7739,14091,8111,22991,26714,39458
CZE,20,7902673,3163251,3320675,54501,3479,6800,3946,13514,25661,8643,21411,16943,13564,15497,21933,14068,7730,14061,8101,22962,26683,39412
CZE,25,7902673,3133511,3280122,51458,3474,6792,3944,13504,25643,8637,21402,16930,13557,15490,21926,14056,7714,14030,8091,22932,26645,39370
CZE,30,7902673,3088875,3234592,48202,3470,6788,3938,13497,25634,8634,21387,16921,13550,15482,21916,14041,7683,13972,8065,22873,26572,39292
CZE,50,7902673,2887750,2951127,27587,3394,6637,3852,13247,25315,8511,21080,16645,13350,15241,21643,13832,7458,13537,7867,22387,25997,38604
CZE,75,7902673,2241063,2201977,8961,2931,5655,3328,11514,22042,7570,18732,14503,11768,13391,19071,12178,5930,10780,6390,18781,21822,33191
DEU,10,35908691,13509201,13757820,120341,15469,15512,6530,45425,40124,43069,93871,62269,29062,76249,34555,26278,15890,21638,13110,27393,33666,53071
DEU,15,35908691,13121091,13301438,109129,15415,15453,6509,45316,40040,42983,93752,62128,28976,76146,34495,26217,15784,21517,13057,27273,33496,52866
DEU,20,35908691,12977234,13232219,104788,15383,15416,6497,45258,39984,42916,93700,62066,28944,76087,34470,26175,15720,21445,13035,27189,33387,52721
DEU,25,35908691,12790903,13053973,99949,15368,15389,6489,45213,39946,42884,93665,62021,28920,76052,34449,26157,15652,21366,13005,27099,33293,52613
DEU,30,35908691,12586902,12842911,94679,15347,15366,6476,45165,39926,42866,93636,61991,28904,76009,34430,26115,15559,21249,12972,26992,33136,52448
DEU,50,35908691,11763190,11701815,58622,14909,14847,6270,44157,39270,42205,92634,60962,28432,75193,33996,25636,14902,20428,12644,26146,32099,51245
DEU,75,35908691,9232260,8774505,23519,12947,12893,5420,38285,34787,37500,86356,55304,25650,68996,30960,23086,11672,15930,10428,21772,26683,44308
DJI,10,2190301,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,15,2190301,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,20,2190301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,25,2190301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,30,2190301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,50,2190301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJI,75,2190301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,10,76129,72288,71522,8,22,11,28,78,52,25,41,95,74,91,45,145,23,13,1,7,23409,788
DMA,15,76129,71907,71453,8,22,11,28,78,52,25,41,95,74,91,45,145,23,12,1,7,23405,788
DMA,20,76129,71677,71369,8,22,11,28,78,52,25,41,95,74,91,45,145,23,12,1,7,23400,788
DMA,25,76129,71503,71319,8,22,11,28,78,52,25,41,95,74,91,45,145,23,12,1,7,23399,788
DMA,30,76129,71342,71120,8,22,11,28,78,52,25,41,95,74,91,45,145,23,12,1,7,23399,787
DMA,50,76129,70537,69508,8,22,11,28,78,51,25,41,95,74,91,45,144,22,11,1,7,23382,784
DMA,75,76129,67379,67267,6,22,11,27,77,51,25,39,91,74,88,45,142,21,10,1,6,23057,764
DNK,10,4334062,765744,886970,7437,4404,1224,1608,2438,9114,5248,4416,6107,6705,4457,3150,4492,2051,5433,2652,4791,4521,3303
DNK,15,4334062,721580,800674,6647,4377,1213,1592,2431,9095,5242,4407,6094,6689,4449,3146,4480,2042,5404,2635,4750,4471,3262
DNK,20,4334062,706277,793546,6183,4363,1210,1591,2426,9084,5234,4403,6088,6683,4443,3143,4470,2034,5390,2625,4735,4445,3240
DNK,25,4334062,692103,756086,5808,4352,1209,1587,2423,9082,5228,4400,6083,6677,4438,3142,4466,2028,5373,2613,4710,4421,3211
