iso,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000_2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018
DOM,25,4833538,2654481,2528576,6333,11348,10536,10817,19555,25284,13563,16222,21806,14088,14216,13090,18075,13031,13935,15345,25244,27511,14288
DOM,30,4833538,2588093,2465872,5992,11304,10486,10761,19476,25193,13470,16143,21723,14019,14161,13015,17986,12754,13746,15155,25006,27183,14036
DOM,50,4833538,2246467,2050353,4194,10559,9689,10036,18331,24122,12351,15058,20481,13054,13260,12196,17075,11253,12565,13988,23517,25394,12657
DOM,75,4833538,1782537,1540914,2490,8525,7759,8350,15515,21145,10108,12721,17401,10872,11082,10131,14529,8276,9969,11500,20318,21564,9976
DZA,10,231082593,1706275,1113335,12110,3689,3136,3945,4572,4675,5663,5429,8344,10924,2725,8676,11946,8554,11526,6924,9488,51718,6943
DZA,15,231082593,1486025,1011462,10300,3587,3082,3888,4495,4580,5577,5347,8189,10755,2673,8572,11637,7931,10807,6449,8948,49851,6439
DZA,20,231082593,1433273,994080,10050,3523,3049,3862,4452,4531,5528,5289,8126,10653,2642,8514,11502,7683,10498,6273,8705,48968,6321
DZA,25,231082593,1329230,873530,9408,3501,3023,3851,4426,4499,5476,5247,8058,10593,2609,8450,11272,7366,10126,6053,8430,47954,6074
DZA,30,231082593,1235429,829421,8636,3464,3010,3830,4395,4471,5437,5221,8023,10550,2597,8409,10988,6968,9588,5740,8069,46356,5800
DZA,50,231082593,904348,477172,5245,2413,2302,3010,3310,3408,4206,4170,6424,8553,2126,7236,9016,5080,7032,4284,6038,38007,4314
DZA,75,231082593,501559,223128,3223,1184,1358,1770,1794,1836,2419,2459,3779,5253,1324,5024,5771,2430,3390,2224,3236,22832,2360
ECU,10,25701150,19823836,20173992,56435,45311,29998,13954,37604,40705,35886,61093,52177,58104,33954,43837,74930,49765,31778,30559,44803,72002,39147
ECU,15,25701150,19590358,19934283,55338,45263,29977,13936,37555,40656,35842,61010,52145,58040,33927,43814,74798,49423,31555,30428,44588,71772,39026
ECU,20,25701150,19392983,19787772,53975,45194,29939,13909,37470,40588,35781,60889,52089,57941,33888,43768,74637,49071,31345,30315,44408,71569,38921
ECU,25,25701150,19248457,19532856,52285,45145,29912,13890,37405,40539,35741,60794,52044,57877,33867,43742,74525,48800,31174,30234,44270,71419,38865
ECU,30,25701150,19079243,19279664,51066,45092,29875,13873,37321,40464,35679,60671,51989,57786,33821,43706,74359,48450,30955,30116,44099,71207,38761
ECU,50,25701150,17960548,17382107,43193,44134,29281,13469,36119,39322,34856,58820,51157,56480,33318,43230,72740,46106,29555,29253,42601,69631,37894
ECU,75,25701150,15880104,15586655,31030,41065,27410,12552,32455,35702,32098,52529,47682,52035,31503,41467,67878,40651,26123,27142,39168,65662,35707
EGY,10,98459643,958285,1098863,4324,209,105,147,252,133,89,172,163,114,191,190,678,272,294,102,152,211,154
EGY,15,98459643,904196,1003425,3862,195,97,124,217,110,81,147,152,104,174,173,655,257,273,94,141,197,151
EGY,20,98459643,455424,316491,3197,162,60,79,141,66,44,99,102,70,124,128,555,168,195,54,74,109,112
EGY,25,98459643,389538,196263,3033,158,57,74,131,61,42,95,98,67,120,121,534,150,179,51,61,97,105
EGY,30,98459643,155235,144185,1840,141,42,58,99,51,35,72,79,58,93,96,439,97,111,30,34,57,65
EGY,50,98459643,14735,21529,81,92,23,32,39,26,17,38,47,35,47,53,221,5,8,4,7,6,9
EGY,75,98459643,625,2303,5,19,1,5,3,4,1,6,13,7,4,8,35,0,0,0,0,0,0
ERI,10,12067994,1430,6229,0,3,2,0,0,0,0,2,0,1,0,0,4,0,0,0,0,1,0
ERI,15,12067994,450,1621,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,20,12067994,28,154,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,25,12067994,12,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,30,12067994,5,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,50,12067994,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI,75,12067994,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,10,26740868,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,15,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,20,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,25,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,30,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,50,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESH,75,26740868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,10,50665050,14343121,12583992,168546,35401,40255,25202,71869,52632,76611,63292,46465,70571,58026,40959,88564,71410,81977,72389,119930,113507,131887
ESP,15,50665050,13076040,11619770,155316,33885,38778,24000,69178,50482,74347,61556,45247,68862,56985,40333,85935,69771,80233,70850,116893,109180,128700
ESP,20,50665050,12492170,11448521,147623,33639,38435,23784,68621,50009,73861,61165,44948,68448,56688,39999,84462,67674,78133,69023,113801,105852,125671
ESP,25,50665050,11760505,10876900,142566,33512,38255,23680,68281,49737,73503,60896,44741,68183,56489,39768,83326,66006,76406,67420,111095,102753,123097
ESP,30,50665050,11031905,10447522,136416,32839,37742,23352,67357,48993,72790,60324,44329,67618,56145,39345,80556,64008,74296,65456,107643,98538,119761
ESP,50,50665050,8108852,7573498,98774,27268,31098,19442,56001,40429,62812,53354,39325,58992,50441,35273,62107,50033,59587,52030,86357,74330,98700
ESP,75,50665050,5252608,5140654,59472,18438,19875,12165,35266,25434,41156,37022,27617,39782,36221,26586,42652,30001,36595,31733,53324,44308,66556
EST,10,4577367,2799874,2927088,37285,16988,22028,5666,18221,14919,21924,16295,18404,18952,21630,27336,17776,17259,23794,25649,36777,39372,40529
EST,15,4577367,2741529,2849473,33986,16982,22020,5663,18211,14909,21895,16281,18398,18941,21623,27330,17770,17224,23748,25598,36685,39262,40433
EST,20,4577367,2714057,2831747,32353,16972,22017,5661,18201,14902,21878,16281,18389,18933,21617,27329,17767,17202,23728,25573,36637,39207,40378
EST,25,4577367,2689346,2794627,30674,16966,22015,5659,18198,14897,21869,16275,18387,18931,21610,27327,17765,17189,23705,25556,36582,39142,40327
EST,30,4577367,2657752,2744611,29077,16961,22012,5656,18194,14894,21857,16270,18386,18931,21610,27327,17758,17163,23675,25530,36515,39077,40254
EST,50,4577367,2482041,2521077,17867,16830,21894,5639,18107,14803,21626,16192,18320,18806,21526,27264,17708,16944,23358,25243,35930,38471,39646
EST,75,4577367,1968886,1925524,5709,15544,20059,5326,17052,13763,19902,15300,17437,17644,20563,26112,17096,15380,21161,22925,32140,34466,35364
ETH,10,113039311,31164262,35793653,49544,14437,17285,16915,17331,20860,14885,31758,31257,34590,25590,19013,49125,45481,49527,16858,33150,49569,27683
ETH,15,113039311,25316055,28577338,41859,14074,16600,16493,16625,20080,14528,30819,30407,34005,25077,18598,48113,43017,46358,15526,30923,46794,25849
ETH,20,113039311,16528710,17761541,26936,13008,14608,15080,14727,17732,13269,27731,27143,31604,22589,17004,44568,36065,38559,12449,24478,39992,21540
ETH,25,113039311,15492956,16690113,25553,12805,14304,14819,14466,17356,13045,27266,26460,31135,22070,16652,44014,35052,37422,11936,23294,39109,20985
ETH,30,113039311,12051696,12372736,18990,11955,13081,13944,13403,15888,12080,25624,24032,29306,20198,15481,41698,30880,32756,10288,19598,35446,18909
ETH,50,113039311,5431029,5932036,8138,8213,7779,10489,9099,9458,7900,18908,14055,18029,12811,10463,27790,17330,17537,5632,9436,22304,11363
ETH,75,113039311,2042044,1696822,2804,3681,3181,5160,3615,3368,3827,10041,6535,7419,6353,5204,10765,7451,6595,1979,3820,9774,4975
FIN,10,33729369,22814707,24501814,552524,151563,142945,90044,147094,231144,182926,152371,200852,177029,168025,159866,160849,149638,187928,173784,242503,339994,272633
FIN,15,33729369,22274451,23803062,495087,151324,142756,89918,146922,230844,182703,152199,200575,176745,167829,159669,160641,149241,187416,173367,241660,338582,271525
FIN,20,33729369,22152304,23671279,475807,151220,142634,89842,146808,230674,182563,152115,200461,176606,167740,159583,160585,149139,187263,173239,241428,338121,271219
FIN,25,33729369,21957055,23333195,448299,151182,142599,89810,146764,230600,182504,152077,200397,176529,167691,159539,160527,148987,187054,173053,241081,337489,270712
FIN,30,33729369,21645453,22835545,426617,151114,142533,89756,146692,230483,182418,152018,200329,176427,167635,159471,160434,148755,186745,172783,240595,336432,270144
FIN,50,33729369,18323627,19686246,263545,149186,140447,88305,144220,226873,179363,150247,198080,173338,166070,157840,158545,144394,180881,167687,230962,322747,259929
FIN,75,33729369,10435489,12272235,79119,133336,124070,78263,130074,206039,162141,139910,183809,155353,155029,145908,145122,105637,129250,121019,158827,223098,182633
FJI,10,1818450,1655404,1505991,5844,1106,708,1581,2093,1671,1876,2154,2394,1795,2354,556,1262,2808,3909,1930,8757,3313,1421
FJI,15,1818450,1649461,1500342,5732,1106,708,1580,2093,1670,1876,2154,2394,1795,2354,556,1260,2803,3900,1922,8728,3304,1417
FJI,20,1818450,1599763,1466043,4472,1100,706,1576,2091,1668,1875,2152,2392,1793,2351,554,1240,2750,3784,1869,8520,3186,1393
FJI,25,1818450,1581225,1445535,4200,1099,706,1576,2090,1668,1875,2152,2390,1793,2349,554,1232,2731,3755,1860,8468,3156,1385
FJI,30,1818450,1561109,1423011,3724,1098,705,1575,2089,1668,1875,2151,2388,1791,2348,554,1223,2702,3693,1843,8386,3094,1367
FJI,50,1818450,1399445,1295411,2193,1079,696,1561,2064,1650,1860,2129,2357,1772,2326,543,1133,2534,3255,1707,7857,2692,1232
FJI,75,1818450,1219175,1132630,1448,978,640,1417,1874,1530,1744,1965,2103,1625,2145,472,921,2201,2426,1453,6757,2242,1003
FLK,10,1249748,3855,25207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,15,1249748,3664,24292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,20,1249748,2995,22001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,25,1249748,2794,19198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,30,1249748,2202,16911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,50,1249748,1078,5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLK,75,1249748,139,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,10,55029561,18380694,18318666,193458,35126,34557,27079,77666,47302,56040,49995,88009,67870,144176,64671,68123,31457,45800,38670,64021,73181,72064
FRA,15,55029561,17856437,17630611,180573,34818,34259,26797,76961,46922,55630,49681,87590,67567,143826,64441,67848,31224,45477,38361,63249,72270,71376
FRA,20,55029561,17606636,17497412,171135,34666,34128,26659,76668,46738,55432,49525,87354,67372,143625,64332,67706,31000,45198,38071,62675,71570,70819
FRA,25,55029561,17279084,17216436,163942,34559,34020,26527,76424,46581,55242,49409,87185,67214,143485,64217,67562,30762,44878,37780,61900,70671,70209
FRA,30,55029561,16806987,16862362,157543,34466,33923,26412,76217,46437,55117,49314,87058,67116,143367,64130,67384,30391,44406,37336,60844,69334,69296
FRA,50,55029561,15292237,14884389,115924,32089,31606,24001,71139,43624,52177,47133,84170,64606,140281,62522,65224,28258,41417,34591,55331,62959,64082
FRA,75,55029561,11584743,11061439,64451,24991,24722,18100,56499,34695,42661,39672,72550,53990,122076,54737,57429,22668,33120,26886,42213,48332,50233
FSM,10,10536,6471,6347,10,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
FSM,15,10536,6393,6265,10,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
FSM,20,10536,6357,6252,9,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
FSM,25,10536,6343,6239,9,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
FSM,30,10536,6181,6212,9,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
FSM,50,10536,6026,6007,9,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
FSM,75,10536,5621,5646,7,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
GAB,10,26484416,25936382,25915132,37342,15362,14083,16996,10198,18004,20089,17100,18087,18540,10949,18723,17997,46407,49947,25842,32457,39181,27100
GAB,15,26484416,25599511,25531665,36214,15342,14057,16983,10187,17970,20042,17006,18014,18442,10913,18676,17930,46292,49867,25811,32435,39142,27071
GAB,20,26484416,25087531,25052109,33683,15219,13993,16937,10129,17852,19820,16783,17789,18355,10817,18485,17764,45583,49436,25686,32347,38946,26960
GAB,25,26484416,24994406,24959041,33102,15191,13971,16926,10104,17820,19720,16729,17710,18337,10785,18422,17701,45364,49312,25652,32325,38883,26933
GAB,30,26484416,24715457,24724452,30791,15101,13870,16859,9989,17710,19317,16521,17382,18268,10684,18174,17485,44484,48788,25496,32206,38682,26810
GAB,50,26484416,24182350,23937705,24439,14532,13355,16473,9506,17201,17552,15614,16062,17858,10275,17083,16497,42196,47136,24916,31356,37840,26200
GAB,75,26484416,23092984,21093427,16776,12277,11504,14381,8158,14904,13789,13040,12765,15918,8631,13649,13350,35059,40282,21839,27435,32709,21823
GBR,10,24446504,4511565,6477124,45513,23815,20378,1896,25268,9070,21712,31647,12692,38435,28780,22819,36005,29252,30936,24377,29342,23478,26654
GBR,15,24446504,4090800,5925296,41396,23582,20273,1886,25102,8995,21453,31488,12615,38148,28673,22751,35860,29002,30757,24272,29181,23340,26541
GBR,20,24446504,3961010,5754370,39426,23473,20229,1881,25040,8961,21356,31407,12579,38040,28625,22730,35825,28948,30707,24252,29146,23308,26520
GBR,25,24446504,3850916,5383800,37741,23385,20187,1878,24960,8939,21236,31328,12547,37902,28572,22701,35766,28792,30527,24111,28969,23165,26360
GBR,30,24446504,3701637,4990879,35919,23270,20130,1874,24880,8882,21108,31256,12515,37743,28505,22665,35696,28625,30396,24030,28850,23064,26278
GBR,50,24446504,2967067,3450413,24729,20882,18817,1741,23086,8222,18943,29645,11817,34924,27349,22097,34723,27142,29114,23175,27648,21962,25214
GBR,75,24446504,1521826,1774888,14749,13384,14333,1387,17684,6214,13014,24574,9546,28173,23429,19926,31244,21487,23082,18637,21833,16869,19936
GEO,10,7001072,3376738,3207483,1750,672,547,293,1994,559,543,1006,757,458,838,544,490,260,119,40,552,217,304
GEO,15,7001072,3297154,3120734,1639,671,543,292,1985,552,536,998,754,457,833,544,483,257,117,40,544,216,302
GEO,20,7001072,3260751,3092279,1568,667,543,292,1979,550,536,995,751,453,827,542,479,256,115,40,539,213,301
GEO,25,7001072,3223435,3046633,1487,667,543,292,1975,550,536,993,750,452,824,540,475,253,113,40,537,210,300
GEO,30,7001072,3151515,2996533,1423,666,543,291,1972,549,535,993,749,451,820,540,472,248,110,40,528,207,297
GEO,50,7001072,2962816,2740531,963,647,524,288,1912,524,514,958,731,428,772,521,444,225,99,39,504,193,285
GEO,75,7001072,2506061,1868831,349,527,457,253,1685,447,443,834,665,357,597,467,380,158,66,31,414,148,244
GGY,10,9194,2168,2609,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,15,9194,1918,2281,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,20,9194,1809,2224,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,25,9194,1694,2108,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,30,9194,1548,1986,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,50,9194,1184,1416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGY,75,9194,483,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,10,23878697,18364317,17330468,132720,53908,85169,30436,21677,51223,36078,55030,51480,55111,28187,47649,44955,134680,166972,80194,151277,176360,190045
GHA,15,23878697,13308380,13650441,128758,52384,83986,29657,20257,48940,32848,51215,47696,50747,26609,45320,42708,111388,151361,75248,148329,166977,188271
GHA,20,23878697,8249510,9060280,117278,47367,80848,27320,18424,44469,28973,44076,41808,41520,22813,39332,39412,88931,129654,63625,131893,133601,167707
GHA,25,23878697,7937898,8553664,113517,46404,80322,26820,18210,43772,28502,43116,40868,40606,22107,38593,38806,87400,127964,62362,129683,129855,164637
GHA,30,23878697,6972040,7050775,100014,43742,78576,25024,17659,41443,27206,40265,37934,38342,19548,36333,36708,81417,120579,57530,119534,115578,151767
GHA,50,23878697,4263601,3619152,44868,34124,66736,19566,14924,33676,21902,32335,27783,31636,14048,28165,27647,54391,79141,36781,72023,61886,88698
GHA,75,23878697,207798,169457,4169,8097,10600,3414,2227,4987,3215,4787,3958,4263,1968,3260,2681,817,936,611,2159,1019,1367
GIB,10,752,139,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,15,752,127,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,20,752,126,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,25,752,121,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,30,752,121,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,50,752,100,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIB,75,752,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,10,24512516,22592293,21969632,28866,24979,37916,12077,30049,25083,22791,54901,38508,40648,45094,46018,37905,209850,191629,228423,303356,360631,299468
GIN,15,24512516,19398704,19081855,27603,23717,36098,11254,26597,22302,21621,48970,32967,35502,32943,42801,36659,206871,188707,226667,300240,353530,292094
GIN,20,24512516,12441036,12810394,24859,21132,32491,10038,21189,18151,18604,39694,25600,28184,19896,35161,30827,182208,166117,203646,269169,299847,242124
GIN,25,24512516,11360599,11645482,24207,20549,31689,9874,20200,17362,17776,38305,24490,26993,18805,33362,29348,175772,160147,196428,260244,286944,230303
GIN,30,24512516,8168916,8032957,21620,18588,28962,9239,17173,14598,15320,33866,21504,23422,16063,27662,24520,146367,132864,162021,216284,231880,183094
GIN,50,24512516,2158833,2412630,10342,10434,17887,5283,6925,5469,6979,16555,8692,10028,6676,9376,10219,43350,42016,46918,66794,71191,49171
GIN,75,24512516,182304,264827,898,1940,2956,849,993,748,875,2262,1113,1408,803,877,942,902,773,899,1438,1553,844
GLP,10,167024,101822,106194,435,328,52,81,195,229,64,161,138,121,131,76,306,183,209,71,74,62,101
GLP,15,167024,99354,105607,417,327,52,80,192,228,63,161,136,120,129,76,303,175,206,71,73,62,100
GLP,20,167024,98072,105156,404,325,52,80,191,227,63,160,136,119,129,76,303,173,204,71,73,61,100
GLP,25,167024,96936,104720,396,323,52,80,191,226,63,160,136,119,128,76,298,171,202,70,71,60,100
GLP,30,167024,95560,102549,385,323,52,79,190,222,62,158,135,118,128,76,297,169,196,70,71,59,99
GLP,50,167024,90950,92594,293,309,47,75,183,209,61,150,127,114,123,74,271,157,181,66,69,59,96
GLP,75,167024,82493,81221,168,256,38,63,150,163,51,131,104,97,95,66,216,130,145,59,60,54,81
GMB,10,1072542,455706,400893,18,596,3021,234,714,906,334,930,1554,647,721,415,668,1473,1546,491,299,775,437
GMB,15,1072542,193614,199994,10,270,991,97,473,202,119,474,1241,269,364,273,476,878,1102,414,262,641,396
GMB,20,1072542,30596,33463,2,18,121,26,142,18,20,135,565,44,80,87,120,142,225,142,75,170,142
GMB,25,1072542,20877,26644,2,10,90,21,113,12,16,114,501,24,62,70,96,96,148,111,49,113,95
GMB,30,1072542,4585,3897,1,3,39,9,62,4,5,50,299,8,23,30,41,12,17,9,4,8,6
GMB,50,1072542,37,82,0,0,1,0,1,1,0,0,8,1,0,0,1,0,0,0,0,0,0
GMB,75,1072542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNB,10,3402910,2915832,2916184,5979,3273,7427,1363,5811,6808,3569,9697,4131,11852,6705,6087,7342,40527,18968,19952,26494,26870,23168
GNB,15,3402910,2699465,2633076,5177,3190,7257,1301,5706,6086,3334,9310,4097,11670,6615,6049,7127,40178,18852,19852,26338,26628,23031
GNB,20,3402910,1681194,1755876,4142,2816,6611,1091,4420,4512,2405,7256,3704,9445,5638,5077,4811,30640,16281,17116,21928,22281,19307
GNB,25,3402910,1506869,1579703,3945,2746,6508,1082,4207,4395,2312,7022,3609,9064,5418,4885,4394,27792,15503,16092,20529,20880,18139
GNB,30,3402910,1071797,1128748,3233,2368,6081,1022,3550,3941,2019,6054,3255,7975,4909,4284,3517,20735,12885,12693,16140,16465,14412
GNB,50,3402910,314558,203824,1021,705,2904,499,1268,1625,856,2007,1444,3511,2754,2085,1615,7825,5737,5207,6652,6701,6037
GNB,75,3402910,3472,4925,41,44,170,23,91,65,61,84,82,182,183,95,12,27,21,13,20,17,23
GNQ,10,2703305,2673486,2664983,4815,3610,3002,1981,425,1622,1275,3216,4883,5732,6662,7784,5002,7369,19426,7525,9615,12028,7904
GNQ,15,2703305,2671031,2658647,4730,3609,2999,1980,424,1621,1274,3210,4874,5731,6658,7770,4997,7363,19405,7519,9611,12018,7897
GNQ,20,2703305,2666009,2648005,4531,3604,2999,1976,424,1617,1267,3186,4856,5720,6633,7752,4982,7334,19347,7505,9593,11993,7873
GNQ,25,2703305,2664689,2644688,4488,3601,2999,1975,423,1616,1265,3177,4850,5715,6626,7747,4976,7329,19336,7499,9588,11990,7866
GNQ,30,2703305,2660913,2636605,4331,3594,2994,1967,421,1615,1256,3150,4826,5694,6600,7722,4962,7302,19275,7482,9571,11969,7840
GNQ,50,2703305,2639636,2578670,3707,3551,2965,1928,405,1592,1216,2992,4695,5596,6426,7534,4859,7183,18916,7360,9446,11821,7706
GNQ,75,2703305,2453449,2061744,2416,3196,2636,1697,315,1330,982,2234,3715,4631,5028,6184,3950,5912,15299,6209,7879,9817,6331
GRC,10,13288804,4771560,4239435,11550,13352,5358,2730,7227,4470,7847,48725,22136,6938,8386,6642,15013,8116,4696,4648,7624,11795,9070
GRC,15,13288804,4434218,3940535,10778,13017,5260,2671,7062,4366,7658,47756,21780,6776,8115,6516,14687,7780,4565,4541,7357,11312,8769
GRC,20,13288804,4307095,3886339,10551,12913,5220,2635,6959,4307,7534,47300,21571,6681,7990,6451,14387,7450,4423,4425,7131,10851,8470
GRC,25,13288804,3986189,3781007,10137,12844,5171,2591,6861,4239,7399,46412,21354,6607,7883,6312,13877,6626,4159,4144,6594,9972,7829
GRC,30,13288804,3675669,3623355,9863,12632,5130,2564,6817,4184,7353,46080,21208,6564,7799,6202,13252,5910,3807,3841,6037,8910,7132
GRC,50,13288804,2963187,2682353,8315,10946,4478,2206,5909,3591,6328,40880,18985,5859,6743,5289,10755,3711,2953,3032,4571,6293,5227
GRC,75,13288804,2117748,1660330,6797,7855,3324,1544,4268,2629,4512,30250,14745,4382,4624,3888,7860,1955,2031,2125,2940,3546,3265
GRD,10,36548,29755,28336,56,34,67,72,638,48,34,68,64,94,160,41,40,25,85,7,60,27,111
GRD,15,36548,29389,28262,55,34,67,72,638,48,33,68,64,94,160,41,40,25,85,7,60,27,110
GRD,20,36548,29167,28136,54,33,67,72,638,48,33,68,64,94,160,41,40,25,85,7,60,27,110
GRD,25,36548,28964,28037,54,33,67,72,638,48,33,68,64,94,160,41,40,25,84,7,60,27,110
GRD,30,36548,28729,27760,53,33,67,72,638,48,33,68,64,94,160,41,40,25,84,7,59,27,110
GRD,50,36548,27840,25927,48,33,66,70,637,47,33,68,63,93,158,41,40,25,83,7,59,27,110
GRD,75,36548,24713,23317,36,31,66,67,617,44,30,64,59,88,153,38,38,21,74,6,44,27,108
GRL,10,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,15,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,20,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,25,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,30,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,50,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,75,12419086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,10,10961561,8305289,7481922,64124,54027,56146,99125,57012,101577,53079,127449,77763,87499,60139,40934,84809,55845,62874,55168,180833,81459,73031
GTM,15,10961561,8139034,7389591,62661,53918,56069,98958,56913,101458,53004,127308,77672,87425,60076,40880,84690,55707,62658,54951,180291,81049,72584
GTM,20,10961561,7979669,7341664,61256,53762,55962,98762,56818,101315,52903,127149,77578,87337,59996,40827,84563,55552,62431,54738,179770,80653,72140
GTM,25,10961561,7852480,7195563,59985,53649,55878,98597,56730,101182,52822,127020,77490,87260,59914,40765,84440,55444,62240,54563,179404,80383,71843
GTM,30,10961561,7722448,7061727,58525,53456,55744,98348,56600,101000,52699,126814,77370,87146,59816,40689,84270,55294,61991,54299,178851,79940,71370
GTM,50,10961561,6977363,6243614,47846,50674,53626,92663,54412,97182,50665,123121,75264,85178,58267,39640,82144,54108,60159,52383,174754,76918,68159
GTM,75,10961561,5776823,5351327,33286,43020,46664,71973,47201,81161,44400,107039,67290,77437,53193,36881,74435,49261,52856,45587,156091,65508,57261
GUF,10,8342251,8181277,8181266,3108,3045,2504,1897,4818,2850,2545,3343,5242,2875,3217,2717,9804,2990,4237,2890,6191,4193,3775
GUF,15,8342251,8179337,8179683,3083,3044,2503,1897,4817,2849,2544,3343,5240,2873,3217,2717,9802,2987,4226,2887,6180,4182,3772
GUF,20,8342251,8177409,8177324,3063,3042,2503,1897,4817,2849,2544,3340,5239,2872,3216,2716,9801,2986,4223,2884,6173,4175,3768
GUF,25,8342251,8175141,8174341,3034,3042,2503,1897,4817,2849,2544,3340,5239,2872,3215,2716,9800,2982,4214,2880,6160,4159,3760
GUF,30,8342251,8173516,8168626,3009,3041,2502,1896,4815,2848,2543,3340,5238,2872,3215,2716,9799,2979,4207,2875,6148,4152,3756
GUF,50,8342251,8164110,8130850,2842,3027,2493,1889,4795,2834,2537,3331,5224,2867,3207,2713,9786,2963,4169,2847,6080,4105,3724
GUF,75,8342251,8142471,8068790,2606,2992,2462,1870,4738,2793,2507,3289,5167,2846,3181,2702,9724,2931,4080,2787,5927,3987,3652
GUY,10,21009072,19095091,19172270,8204,10075,4856,7444,4081,5858,5951,5264,9490,8295,10158,8393,13164,7172,12270,13145,26655,19518,11826
